190	PE	0
200	12460	30868
135	8158.6	22945
90.6	5182.9	16881
60.9	3207.8	12262
41	1939.9	8797.8
27.6	1143.5	6236
18.6	659.57	4375
12.5	372.78	3042.4
8.41	206.84	2099.8
5.66	112.76	1440.8
3.81	61.01	984
2.56	32.235	669.59
1.72	17.037	454.6
1.16	8.9209	308.14
0.781	4.8313	208.79
0.525	2.5459	141.17
0.353	1.377	95.435
0.238	0.76604	64.493
0.16	0.41132	43.498
0.108	0.29907	29.453
0.0725	0.20862	19.844
0.0488	0.087502	13.408
0.0328	0.054058	9.1181
0.0221	0.025243	6.2041
0.0149	0.026281	4.2164
0.01	0.029457	2.8687
