160	PS	1
0.00021422364977	106.144005972	9228.398662669793
0.00030295799088579797	214.47368165984224	12444.760702594067
0.00042844729954000005	429.2334013792223	17625.96327674077
0.000605915981771596	846.2124340803573	24934.96356327347
0.0008568945990800002	1730.816280390622	34594.40486777633
0.0012118319635431923	3395.4563639521093	48672.603093686506
0.0017137891981600008	6256.557288079692	68491.14878338584
0.002423663927086385	11606.058035170357	95983.65292683242
0.003427578396320002	22318.985688133347	130692.09731650463
0.004847327854172771	43124.50933007406	177882.08819557758
0.006855156792640005	79763.9298789924	240567.97613402666
0.009694655708345542	138274.90643783048	308536.5995648061
0.01371031358528001	225163.6445387656	361777.78535388503
0.019389311416691084	343925.79549480503	403646.4915951384
0.02742062717056002	459849.12282589794	432687.8434551638
0.03877862283338217	579703.2723152868	439654.44106539316
0.05484125434112004	685387.456697319	440768.6529575225
0.07755724566676434	786424.1668468443	446014.4018469276
0.10968250868224008	897280.8148579953	443968.8171914692
0.15511449133352867	987289.2765925323	437492.35760884214
0.21936501736448016	1095295.9414269465	432018.98266982776
0.31022898266705734	1216042.2505407522	423780.71008968545
0.4387300347289603	1312575.2671747466	411402.09943744633
