40	PB	2
0.0166301605839802	1878.15207126348	19236.128560763842
0.023518598642307268	3419.810281048359	26316.079777761606
0.0332603211679604	6144.558886134085	37068.94129803183
0.047037197284614536	11278.25917651473	51009.2811533427
0.0665206423359208	18911.558025795115	66907.72590750718
0.09407439456922907	32973.105104378425	86384.9725930102
0.1330412846718416	53841.33716169406	102672.39668378216
0.18814878913845814	80620.09853237074	117915.82877217562
0.2660825693436832	111947.32801366206	124896.04999973328
0.3762975782769163	147540.64718284458	128487.25770542953
0.5321651386873664	177976.10347325943	126234.69067422999
0.7525951565538326	207500.22279658297	128796.72354795953
1.0643302773747327	227440.73494589477	129287.30448094914
1.5051903131076652	254351.70462662927	139800.83094858908
2.1286605547494655	284059.8004758725	152062.25110270857
3.0103806262153303	313864.59472087864	167834.27861437894
4.257321109498931	341700.12511762476	188819.37663974697
6.020761252430661	380051.86371011595	217767.65418028197
8.514642218997862	427933.9819129102	249710.96659464436
12.041522504861321	486502.39630274737	260218.7088752972
17.029284437995724	552859.8215599433	259591.083512287
